"","발생일","발생지_시군구","total사고건수","평균기온","일강수량","평균상대습도","합계일조시간"
"13587","2018-07-18","강북구",1,28.5,0,64.8,13
"13588","2018-07-18","강서구",3,27.3,0,64.8,13
"13589","2018-07-18","관악구",5,25.8,0,64.8,13
"13590","2018-07-18","구로구",5,27.9,0,64.8,13
"13591","2018-07-18","금천구",2,NA,0,64.8,13
"13592","2018-07-18","노원구",4,26.6,0,64.8,13
"13593","2018-07-18","도봉구",2,27,0,64.8,13
"13594","2018-07-18","동대문구",3,28.6,0,64.8,13
"13595","2018-07-18","동작구",5,28,0,64.8,13
"13596","2018-07-18","마포구",9,27.9,0,64.8,13
"13597","2018-07-18","서대문구",2,27.1,0,64.8,13
"13598","2018-07-18","서초구",4,29,0,64.8,13
"13599","2018-07-18","성동구",8,28.7,0,64.8,13
"13600","2018-07-18","성북구",1,27.4,0,64.8,13
"13601","2018-07-18","송파구",8,28.9,0,64.8,13
"13602","2018-07-18","영등포구",9,28.9,0,64.8,13
"13603","2018-07-18","용산구",2,28.9,0,64.8,13
"13604","2018-07-18","은평구",4,25.6,0,64.8,13
"13605","2018-07-18","종로구",5,25.6,0,64.8,13
"13606","2018-07-18","중구",2,27.5,0,64.8,13
"13607","2018-07-18","중랑구",5,29,0,64.8,13
"13608","2018-07-19","강남구",12,29.4,0,64.1,12.9
"13609","2018-07-19","강동구",3,28.7,0,64.1,12.9
"13610","2018-07-19","강북구",3,28.8,0,64.1,12.9
"13611","2018-07-19","강서구",2,27.5,0,64.1,12.9
"13612","2018-07-19","관악구",4,25.9,0,64.1,12.9
"13613","2018-07-19","광진구",5,29.1,0,64.1,12.9
"13614","2018-07-19","구로구",2,27.8,0,64.1,12.9
"13615","2018-07-19","금천구",2,29,0,64.1,12.9
"13616","2018-07-19","노원구",6,26.9,0,64.1,12.9
"13617","2018-07-19","도봉구",1,27.6,0,64.1,12.9
"13618","2018-07-19","동대문구",3,29,0,64.1,12.9
"13619","2018-07-19","동작구",3,28.2,0,64.1,12.9
"13620","2018-07-19","마포구",6,28,0,64.1,12.9
"13621","2018-07-19","서대문구",3,27.6,0,64.1,12.9
"13622","2018-07-19","서초구",6,29.1,0,64.1,12.9
"13623","2018-07-19","성동구",5,29.2,0,64.1,12.9
"13624","2018-07-19","성북구",5,28.1,0,64.1,12.9
"13625","2018-07-19","송파구",8,29.2,0,64.1,12.9
"13626","2018-07-19","양천구",5,28.8,0,64.1,12.9
"13627","2018-07-19","영등포구",8,29.1,0,64.1,12.9
"13628","2018-07-19","용산구",3,29,0,64.1,12.9
"13629","2018-07-19","은평구",5,25.6,0,64.1,12.9
"13630","2018-07-19","종로구",3,26.1,0,64.1,12.9
"13631","2018-07-19","중구",1,27.6,0,64.1,12.9
"13632","2018-07-19","중랑구",6,29.8,0,64.1,12.9
"13633","2018-07-20","강남구",15,30.6,0,62.6,12.9
"13634","2018-07-20","강동구",7,29.1,0,62.6,12.9
"13635","2018-07-20","강북구",4,29.8,0,62.6,12.9
"13636","2018-07-20","강서구",2,28.2,0,62.6,12.9
"13637","2018-07-20","관악구",4,26.6,0,62.6,12.9
"13638","2018-07-20","광진구",5,29.8,0,62.6,12.9
"13639","2018-07-20","구로구",4,28.9,0,62.6,12.9
"13640","2018-07-20","금천구",4,29.9,0,62.6,12.9
"13641","2018-07-20","노원구",5,27.7,0,62.6,12.9
"13642","2018-07-20","도봉구",2,28.2,0,62.6,12.9
"13643","2018-07-20","동대문구",7,29.9,0,62.6,12.9
"13644","2018-07-20","동작구",5,28.6,0,62.6,12.9
"13645","2018-07-20","마포구",6,29,0,62.6,12.9
"13646","2018-07-20","서대문구",6,28.2,0,62.6,12.9
"13647","2018-07-20","서초구",11,29.7,0,62.6,12.9
"13648","2018-07-20","성동구",7,30,0,62.6,12.9
"13649","2018-07-20","성북구",4,28.6,0,62.6,12.9
"13650","2018-07-20","송파구",7,30.1,0,62.6,12.9
"13651","2018-07-20","양천구",6,29.7,0,62.6,12.9
"13652","2018-07-20","영등포구",12,30.1,0,62.6,12.9
"13653","2018-07-20","용산구",2,30.1,0,62.6,12.9
"13654","2018-07-20","은평구",7,26.2,0,62.6,12.9
"13655","2018-07-20","종로구",6,27,0,62.6,12.9
"13656","2018-07-20","중구",2,28.9,0,62.6,12.9
"13657","2018-07-20","중랑구",10,30.5,0,62.6,12.9
"13658","2018-07-21","강남구",10,31.5,0,53.6,12.9
"13659","2018-07-21","강동구",2,30.1,0,53.6,12.9
"13660","2018-07-21","강북구",2,30.5,0,53.6,12.9
"13661","2018-07-21","강서구",8,29.3,0,53.6,12.9
"13662","2018-07-21","관악구",2,27.7,0,53.6,12.9
"13663","2018-07-21","광진구",3,30.7,0,53.6,12.9
"13664","2018-07-21","구로구",5,29.5,0,53.6,12.9
"13665","2018-07-21","금천구",1,31.4,0,53.6,12.9
"13666","2018-07-21","노원구",2,28,0,53.6,12.9
"13667","2018-07-21","도봉구",2,29,0,53.6,12.9
"13668","2018-07-21","동대문구",3,30.8,0,53.6,12.9
"13669","2018-07-21","동작구",6,29.6,0,53.6,12.9
"13670","2018-07-21","마포구",2,30.1,0,53.6,12.9
"13671","2018-07-21","서대문구",4,29.2,0,53.6,12.9
"13672","2018-07-21","서초구",11,30.8,0,53.6,12.9
"13673","2018-07-21","성동구",3,30.7,0,53.6,12.9
"13674","2018-07-21","성북구",3,30,0,53.6,12.9
"13675","2018-07-21","송파구",10,31.2,0,53.6,12.9
"13676","2018-07-21","양천구",2,30.9,0,53.6,12.9
"13677","2018-07-21","영등포구",4,31.2,0,53.6,12.9
"13678","2018-07-21","용산구",3,31.1,0,53.6,12.9
"13679","2018-07-21","은평구",4,27.3,0,53.6,12.9
"13680","2018-07-21","종로구",4,28.4,0,53.6,12.9
"13681","2018-07-21","중랑구",8,31.3,0,53.6,12.9
"13682","2018-07-22","강남구",7,32,0,49.6,12.2
"13683","2018-07-22","강동구",1,30.9,0,49.6,12.2
"13684","2018-07-22","강북구",4,31.7,0,49.6,12.2
"13685","2018-07-22","강서구",3,30.9,0,49.6,12.2
"13686","2018-07-22","관악구",4,29.1,0,49.6,12.2
"13687","2018-07-22","광진구",3,31.6,0,49.6,12.2
"13688","2018-07-22","구로구",4,31,0,49.6,12.2
"13689","2018-07-22","금천구",5,32.2,0,49.6,12.2
"13690","2018-07-22","노원구",2,29.2,0,49.6,12.2
"13691","2018-07-22","도봉구",3,29.9,0,49.6,12.2
"13692","2018-07-22","동대문구",6,31.8,0,49.6,12.2
"13693","2018-07-22","동작구",3,31.2,0,49.6,12.2
"13694","2018-07-22","마포구",4,31.7,0,49.6,12.2
"13695","2018-07-22","서대문구",1,31,0,49.6,12.2
"13696","2018-07-22","서초구",8,31.8,0,49.6,12.2
"13697","2018-07-22","성동구",2,31.8,0,49.6,12.2
"13698","2018-07-22","성북구",3,31.1,0,49.6,12.2
"13699","2018-07-22","송파구",7,32.2,0,49.6,12.2
"13700","2018-07-22","양천구",4,32.2,0,49.6,12.2
"13701","2018-07-22","영등포구",8,32.7,0,49.6,12.2
"13702","2018-07-22","용산구",2,32.2,0,49.6,12.2
"13703","2018-07-22","은평구",2,28.6,0,49.6,12.2
"13704","2018-07-22","종로구",1,29,0,49.6,12.2
"13705","2018-07-22","중구",2,30.8,0,49.6,12.2
"13706","2018-07-22","중랑구",1,32.3,0,49.6,12.2
"13707","2018-07-23","강남구",14,32.3,0,53.8,8
"13708","2018-07-23","강동구",3,31.1,0,53.8,8
"13709","2018-07-23","강북구",2,32,0,53.8,8
"13710","2018-07-23","강서구",3,30.9,0,53.8,8
"13711","2018-07-23","관악구",2,29.1,0,53.8,8
"13712","2018-07-23","광진구",5,31.7,0,53.8,8
"13713","2018-07-23","구로구",7,31.6,0,53.8,8
"13714","2018-07-23","금천구",5,32,0,53.8,8
"13715","2018-07-23","노원구",2,30.1,0,53.8,8
"13716","2018-07-23","도봉구",3,30.5,0,53.8,8
"13717","2018-07-23","동대문구",7,31.8,0,53.8,8
"13718","2018-07-23","동작구",3,31.5,0,53.8,8
"13719","2018-07-23","서대문구",3,30.1,0,53.8,8
"13720","2018-07-23","서초구",7,32.1,0,53.8,8
"13721","2018-07-23","성동구",1,31.8,0,53.8,8
"13722","2018-07-23","성북구",5,30.8,0,53.8,8
"13723","2018-07-23","송파구",5,32,0,53.8,8
"13724","2018-07-23","양천구",5,31.8,0,53.8,8
"13725","2018-07-23","영등포구",7,32.3,0,53.8,8
"13726","2018-07-23","용산구",7,32.3,0,53.8,8
"13727","2018-07-23","은평구",3,28.9,0,53.8,8
"13728","2018-07-23","종로구",6,28.5,0,53.8,8
"13729","2018-07-23","중구",1,30.2,0,53.8,8
"13730","2018-07-23","중랑구",6,32.3,0,53.8,8
"13731","2018-07-24","강남구",6,32.3,0,59.5,10.2
"13732","2018-07-24","강동구",6,31,0,59.5,10.2
"13733","2018-07-24","강북구",4,31.7,0,59.5,10.2
"13734","2018-07-24","강서구",5,30.8,0,59.5,10.2
"13735","2018-07-24","관악구",2,28.7,0,59.5,10.2
"13736","2018-07-24","광진구",4,31.4,0,59.5,10.2
"13737","2018-07-24","구로구",1,NA,0,59.5,10.2
"13738","2018-07-24","금천구",5,31.9,0,59.5,10.2
"13739","2018-07-24","노원구",5,29.8,0.5,59.5,10.2
"13740","2018-07-24","도봉구",4,30.4,0,59.5,10.2
"13741","2018-07-24","동대문구",4,31.3,0,59.5,10.2
"13742","2018-07-24","동작구",4,30.8,0,59.5,10.2
"13743","2018-07-24","마포구",2,31.3,0,59.5,10.2
"13744","2018-07-24","서대문구",3,30.5,0,59.5,10.2
"13745","2018-07-24","서초구",5,32.2,0,59.5,10.2
"13746","2018-07-24","성동구",5,31.8,0,59.5,10.2
"13747","2018-07-24","성북구",1,30.9,0,59.5,10.2
"13748","2018-07-24","송파구",10,31.9,0,59.5,10.2
"13749","2018-07-24","양천구",6,31.6,0,59.5,10.2
"13750","2018-07-24","영등포구",10,31.9,0,59.5,10.2
"13751","2018-07-24","용산구",5,31.8,0,59.5,10.2
"13752","2018-07-24","은평구",7,28.9,0,59.5,10.2
"13753","2018-07-24","종로구",2,28.6,0,59.5,10.2
"13754","2018-07-24","중구",4,30.5,0,59.5,10.2
"13755","2018-07-24","중랑구",3,31.8,0,59.5,10.2
"13756","2018-07-25","강남구",16,30.8,0,66.3,5.2
"13757","2018-07-25","강동구",5,30.5,0,66.3,5.2
"13758","2018-07-25","강북구",1,30.3,0,66.3,5.2
"13759","2018-07-25","강서구",3,29.8,0,66.3,5.2
"13760","2018-07-25","관악구",5,27.7,0,66.3,5.2
"13761","2018-07-25","광진구",3,30.3,0,66.3,5.2
"13762","2018-07-25","구로구",2,NA,0,66.3,5.2
"13763","2018-07-25","금천구",1,30,0,66.3,5.2
"13764","2018-07-25","노원구",3,29.7,0,66.3,5.2
"13765","2018-07-25","도봉구",2,29.4,0,66.3,5.2
"13766","2018-07-25","동대문구",5,30.2,0,66.3,5.2
"13767","2018-07-25","동작구",5,30.1,0,66.3,5.2
"13768","2018-07-25","마포구",5,29.3,0,66.3,5.2
"13769","2018-07-25","서대문구",3,28.7,0,66.3,5.2
"13770","2018-07-25","서초구",6,31.3,0,66.3,5.2
"13771","2018-07-25","성동구",5,30.1,0,66.3,5.2
"13772","2018-07-25","성북구",2,29.6,0,66.3,5.2
"13773","2018-07-25","송파구",10,30.6,0,66.3,5.2
"13774","2018-07-25","양천구",3,30,0,66.3,5.2
"13775","2018-07-25","영등포구",7,30.2,0,66.3,5.2
"13776","2018-07-25","용산구",6,30.5,0,66.3,5.2
"13777","2018-07-25","은평구",1,28.8,0,66.3,5.2
"13778","2018-07-25","중구",5,28.6,0,66.3,5.2
"13779","2018-07-25","중랑구",8,30.9,0,66.3,5.2
"13780","2018-07-26","강남구",14,30.6,0,68.8,4.4
"13781","2018-07-26","강동구",3,30.1,0,68.8,4.4
"13782","2018-07-26","강북구",2,30,0,68.8,4.4
"13783","2018-07-26","강서구",4,29.5,0,68.8,4.4
"13784","2018-07-26","관악구",4,27.9,0,68.8,4.4
"13785","2018-07-26","광진구",2,30.1,0,68.8,4.4
"13786","2018-07-26","구로구",7,30,0,68.8,4.4
"13787","2018-07-26","금천구",2,30.3,0,68.8,4.4
"13788","2018-07-26","노원구",1,28.6,0,68.8,4.4
"13789","2018-07-26","도봉구",1,29,0,68.8,4.4
"13790","2018-07-26","동대문구",3,30,0,68.8,4.4
"13791","2018-07-26","동작구",4,29.2,0,68.8,4.4
"13792","2018-07-26","마포구",6,29.6,0,68.8,4.4
"13793","2018-07-26","서대문구",5,29.1,0,68.8,4.4
"13794","2018-07-26","서초구",8,30.8,0,68.8,4.4
"13795","2018-07-26","성동구",3,30.3,0,68.8,4.4
"13796","2018-07-26","성북구",8,29.2,0,68.8,4.4
"13797","2018-07-26","송파구",12,30.4,0,68.8,4.4
"13798","2018-07-26","양천구",4,30.2,0,68.8,4.4
"13799","2018-07-26","영등포구",3,30.5,0,68.8,4.4
"13800","2018-07-26","용산구",2,30.6,0,68.8,4.4
"13801","2018-07-26","은평구",1,28,0,68.8,4.4
"13802","2018-07-26","종로구",3,27,0,68.8,4.4
"13803","2018-07-26","중구",2,28.8,0,68.8,4.4
"13804","2018-07-26","중랑구",5,30.6,0,68.8,4.4
"13805","2018-07-27","강남구",14,31.5,0,69.3,9.3
"13806","2018-07-27","강동구",2,30.8,0,69.3,9.3
"13807","2018-07-27","강북구",4,31.4,0,69.3,9.3
"13808","2018-07-27","강서구",5,30.1,0,69.3,9.3
"13809","2018-07-27","관악구",6,28.7,0,69.3,9.3
"13810","2018-07-27","광진구",5,31.2,0,69.3,9.3
"13811","2018-07-27","구로구",12,30.6,0,69.3,9.3
"13812","2018-07-27","금천구",4,30.8,0,69.3,9.3
"13813","2018-07-27","노원구",3,29.6,0,69.3,9.3
"13814","2018-07-27","도봉구",1,30,0,69.3,9.3
"13815","2018-07-27","동대문구",5,31.1,0,69.3,9.3
"13816","2018-07-27","동작구",3,30.7,0,69.3,9.3
"13817","2018-07-27","마포구",7,30.5,0,69.3,9.3
"13818","2018-07-27","서대문구",2,30,0,69.3,9.3
"13819","2018-07-27","서초구",13,31.9,0,69.3,9.3
"13820","2018-07-27","성동구",7,31.1,0,69.3,9.3
"13821","2018-07-27","성북구",7,30.5,0,69.3,9.3
"13822","2018-07-27","송파구",14,31.4,0,69.3,9.3
"13823","2018-07-27","양천구",5,30.9,0,69.3,9.3
"13824","2018-07-27","영등포구",7,31.1,0,69.3,9.3
"13825","2018-07-27","용산구",6,31.2,0,69.3,9.3
"13826","2018-07-27","은평구",4,28.9,0,69.3,9.3
"13827","2018-07-27","종로구",5,28.1,0,69.3,9.3
"13828","2018-07-27","중구",2,29.8,0,69.3,9.3
"13829","2018-07-27","중랑구",7,32,0,69.3,9.3
"13830","2018-07-28","강남구",9,30.3,16,77.1,3.4
"13831","2018-07-28","강동구",5,30.5,0,77.1,3.4
"13832","2018-07-28","강북구",3,30.6,0.5,77.1,3.4
"13833","2018-07-28","강서구",6,28.8,14.5,77.1,3.4
"13834","2018-07-28","관악구",2,27.1,14.5,77.1,3.4
"13835","2018-07-28","구로구",7,28.5,12.5,77.1,3.4
"13836","2018-07-28","금천구",2,29.7,4,77.1,3.4
"13837","2018-07-28","노원구",2,29.3,0,77.1,3.4
"13838","2018-07-28","도봉구",3,29.4,0.5,77.1,3.4
"13839","2018-07-28","동대문구",8,30.7,0,77.1,3.4
"13840","2018-07-28","동작구",3,28.7,15.5,77.1,3.4
"13841","2018-07-28","마포구",6,29,9.5,77.1,3.4
"13842","2018-07-28","서대문구",1,28.5,0.5,77.1,3.4
"13843","2018-07-28","서초구",4,29.1,11.5,77.1,3.4
"13844","2018-07-28","성동구",3,29.9,10,77.1,3.4
"13845","2018-07-28","성북구",4,29.2,6.5,77.1,3.4
"13846","2018-07-28","송파구",14,30.4,6.5,77.1,3.4
"13847","2018-07-28","양천구",1,29.4,21.5,77.1,3.4
"13848","2018-07-28","영등포구",5,29.7,29,77.1,3.4
"13849","2018-07-28","용산구",5,29.7,19.5,77.1,3.4
"13850","2018-07-28","은평구",3,27.9,0.5,77.1,3.4
"13851","2018-07-28","종로구",1,27.3,6.5,77.1,3.4
"13852","2018-07-28","중구",3,28.5,29.5,77.1,3.4
"13853","2018-07-28","중랑구",2,31.3,0,77.1,3.4
"13854","2018-07-29","강남구",8,31.8,0,52.4,12.3
"13855","2018-07-29","강동구",2,31.1,0,52.4,12.3
"13856","2018-07-29","강북구",1,31.2,0,52.4,12.3
"13857","2018-07-29","강서구",3,30.6,0,52.4,12.3
"13858","2018-07-29","관악구",1,30,0,52.4,12.3
"13859","2018-07-29","광진구",6,31.3,0,52.4,12.3
"13860","2018-07-29","구로구",2,30.8,0,52.4,12.3
"13861","2018-07-29","금천구",1,32.3,0,52.4,12.3
"13862","2018-07-29","노원구",2,29.7,0,52.4,12.3
"13863","2018-07-29","도봉구",3,30.2,0,52.4,12.3
"13864","2018-07-29","동대문구",4,31.4,0,52.4,12.3
"13865","2018-07-29","동작구",2,31.2,0,52.4,12.3
"13866","2018-07-29","마포구",6,31.2,0,52.4,12.3
"13867","2018-07-29","서대문구",1,30.2,0,52.4,12.3
"13868","2018-07-29","서초구",1,31.2,0,52.4,12.3
"13869","2018-07-29","성동구",1,31.5,0,52.4,12.3
"13870","2018-07-29","성북구",3,30.5,0,52.4,12.3
"13871","2018-07-29","송파구",11,31.6,0,52.4,12.3
"13872","2018-07-29","양천구",4,31.6,0,52.4,12.3
"13873","2018-07-29","영등포구",3,32.3,0,52.4,12.3
"13874","2018-07-29","용산구",3,31.4,0,52.4,12.3
"13875","2018-07-29","은평구",2,28.9,0,52.4,12.3
"13876","2018-07-29","종로구",1,27.9,0,52.4,12.3
"13877","2018-07-29","중구",3,29.9,0,52.4,12.3
"13878","2018-07-29","중랑구",3,31.6,0,52.4,12.3
"13879","2018-07-30","강남구",16,32,0,50.9,11
"13880","2018-07-30","강동구",2,31,0,50.9,11
"13881","2018-07-30","강북구",1,32,0,50.9,11
"13882","2018-07-30","강서구",6,31.5,0,50.9,11
"13883","2018-07-30","관악구",5,30.4,0,50.9,11
"13884","2018-07-30","광진구",2,31.5,0,50.9,11
"13885","2018-07-30","구로구",5,31.6,0,50.9,11
"13886","2018-07-30","노원구",5,30,0,50.9,11
"13887","2018-07-30","도봉구",4,30.7,0,50.9,11
"13888","2018-07-30","동대문구",3,31.8,0,50.9,11
"13889","2018-07-30","동작구",2,31.7,0,50.9,11
"13890","2018-07-30","마포구",5,31.4,0,50.9,11
"13891","2018-07-30","서대문구",2,30.7,0,50.9,11
"13892","2018-07-30","서초구",13,31.9,0,50.9,11
"13893","2018-07-30","성동구",2,31.5,0,50.9,11
"13894","2018-07-30","성북구",3,31,0,50.9,11
"13895","2018-07-30","송파구",13,32.1,0,50.9,11
"13896","2018-07-30","양천구",2,32.3,0,50.9,11
"13897","2018-07-30","영등포구",7,32.6,0,50.9,11
"13898","2018-07-30","용산구",3,32,0,50.9,11
"13899","2018-07-30","은평구",4,29.3,0,50.9,11
"13900","2018-07-30","종로구",4,28.8,0,50.9,11
"13901","2018-07-30","중구",1,30.2,0,50.9,11
"13902","2018-07-30","중랑구",7,31.9,0,50.9,11
"13903","2018-07-31","강남구",5,32.6,0,50.5,12
"13904","2018-07-31","강동구",3,31.8,0,50.5,12
"13905","2018-07-31","강북구",2,32.6,0,50.5,12
"13906","2018-07-31","강서구",3,32.3,0,50.5,12
"13907","2018-07-31","관악구",8,30.3,0,50.5,12
"13908","2018-07-31","광진구",2,32.3,0,50.5,12
"13909","2018-07-31","구로구",13,32,0,50.5,12
"13910","2018-07-31","금천구",4,32.9,0,50.5,12
"13911","2018-07-31","노원구",2,30.2,0,50.5,12
"13912","2018-07-31","도봉구",4,30.9,0,50.5,12
"13913","2018-07-31","동대문구",8,32.4,0,50.5,12
"13914","2018-07-31","동작구",2,31.7,0,50.5,12
"13915","2018-07-31","마포구",7,32.3,0,50.5,12
"13916","2018-07-31","서대문구",1,30.9,0,50.5,12
"13917","2018-07-31","서초구",11,32.7,0,50.5,12
"13918","2018-07-31","성동구",2,32.4,0,50.5,12
"13919","2018-07-31","성북구",1,31.1,0,50.5,12
"13920","2018-07-31","송파구",7,32.6,0,50.5,12
"13921","2018-07-31","양천구",2,32.8,0,50.5,12
"13922","2018-07-31","영등포구",3,32.8,0,50.5,12
"13923","2018-07-31","용산구",6,32.9,0,50.5,12
"13924","2018-07-31","은평구",4,29.7,0,50.5,12
"13925","2018-07-31","종로구",2,29,0,50.5,12
"13926","2018-07-31","중구",3,30.4,0,50.5,12
"13927","2018-07-31","중랑구",3,32.5,0,50.5,12
"13928","2018-08-01","강남구",12,34,0,55.5,12.6
"13929","2018-08-01","강동구",8,33.5,0,55.5,12.6
"13930","2018-08-01","강북구",4,34.2,0,55.5,12.6
"13931","2018-08-01","강서구",5,32.2,0,55.5,12.6
"13932","2018-08-01","관악구",7,30.8,0,55.5,12.6
"13933","2018-08-01","광진구",5,33.6,0,55.5,12.6
"13934","2018-08-01","구로구",4,32.8,0,55.5,12.6
"13935","2018-08-01","금천구",1,34,0,55.5,12.6
"13936","2018-08-01","노원구",6,32.1,0,55.5,12.6
"13937","2018-08-01","도봉구",2,32.5,0,55.5,12.6
"13938","2018-08-01","동대문구",5,33.9,0,55.5,12.6
"13939","2018-08-01","동작구",5,32.9,0,55.5,12.6
"13940","2018-08-01","마포구",5,33.3,0,55.5,12.6
"13941","2018-08-01","서대문구",1,32.9,0,55.5,12.6
"13942","2018-08-01","서초구",5,34,0,55.5,12.6
"13943","2018-08-01","성동구",3,33.9,0,55.5,12.6
"13944","2018-08-01","성북구",6,32.7,0,55.5,12.6
"13945","2018-08-01","송파구",9,34,0,55.5,12.6
"13946","2018-08-01","양천구",7,33.7,0,55.5,12.6
"13947","2018-08-01","영등포구",7,33.9,0,55.5,12.6
"13948","2018-08-01","용산구",3,33.9,0,55.5,12.6
"13949","2018-08-01","은평구",4,30.9,0,55.5,12.6
"13950","2018-08-01","중구",2,32.2,0,55.5,12.6
"13951","2018-08-01","중랑구",1,34.4,0,55.5,12.6
"13952","2018-08-02","강남구",11,34.3,0,54.4,9.8
"13953","2018-08-02","강동구",5,33.8,0,54.4,9.8
"13954","2018-08-02","강북구",4,34,0,54.4,9.8
"13955","2018-08-02","강서구",7,33.2,0,54.4,9.8
"13956","2018-08-02","관악구",6,31.2,0,54.4,9.8
"13957","2018-08-02","광진구",4,33.9,0,54.4,9.8
"13958","2018-08-02","구로구",5,33,0,54.4,9.8
"13959","2018-08-02","금천구",1,34.2,0,54.4,9.8
"13960","2018-08-02","노원구",4,32.3,0,54.4,9.8
"13961","2018-08-02","도봉구",3,32.5,0,54.4,9.8
"13962","2018-08-02","동대문구",7,34.1,0,54.4,9.8
"13963","2018-08-02","동작구",3,32.8,0,54.4,9.8
"13964","2018-08-02","마포구",3,33.5,0,54.4,9.8
"13965","2018-08-02","서대문구",2,32.7,0,54.4,9.8
"13966","2018-08-02","서초구",6,34,0,54.4,9.8
"13967","2018-08-02","성동구",3,33.9,0,54.4,9.8
"13968","2018-08-02","성북구",4,33.1,0,54.4,9.8
"13969","2018-08-02","송파구",12,33.9,0,54.4,9.8
"13970","2018-08-02","양천구",3,34.1,0,54.4,9.8
"13971","2018-08-02","영등포구",9,34.2,0,54.4,9.8
"13972","2018-08-02","용산구",3,34.1,0,54.4,9.8
"13973","2018-08-02","은평구",3,31.3,0,54.4,9.8
"13974","2018-08-02","종로구",3,31,0,54.4,9.8
"13975","2018-08-02","중구",4,31.8,0,54.4,9.8
"13976","2018-08-02","중랑구",2,34.3,0,54.4,9.8
"13977","2018-08-03","강남구",6,33.5,0,55.3,10.5
"13978","2018-08-03","강동구",7,33,0,55.3,10.5
"13979","2018-08-03","강북구",1,33.5,0,55.3,10.5
"13980","2018-08-03","강서구",3,32.5,0,55.3,10.5
"13981","2018-08-03","관악구",2,30.7,0,55.3,10.5
"13982","2018-08-03","광진구",4,33,0,55.3,10.5
"13983","2018-08-03","구로구",4,32.4,0,55.3,10.5
"13984","2018-08-03","금천구",2,33.4,0,55.3,10.5
"13985","2018-08-03","노원구",4,31.7,0,55.3,10.5
"13986","2018-08-03","도봉구",4,32.1,0,55.3,10.5
"13987","2018-08-03","동대문구",5,33.1,0,55.3,10.5
"13988","2018-08-03","동작구",4,32.4,0,55.3,10.5
"13989","2018-08-03","마포구",4,32.9,0,55.3,10.5
"13990","2018-08-03","서대문구",5,32.3,0,55.3,10.5
"13991","2018-08-03","서초구",7,33.4,0,55.3,10.5
"13992","2018-08-03","성동구",3,33.1,0,55.3,10.5
"13993","2018-08-03","성북구",2,32.4,0,55.3,10.5
"13994","2018-08-03","송파구",8,33.2,0,55.3,10.5
"13995","2018-08-03","양천구",3,33.2,0,55.3,10.5
"13996","2018-08-03","영등포구",8,33.3,0,55.3,10.5
"13997","2018-08-03","용산구",2,33.6,0,55.3,10.5
"13998","2018-08-03","은평구",4,30.8,0,55.3,10.5
"13999","2018-08-03","종로구",4,30.1,0,55.3,10.5
"14000","2018-08-03","중구",3,31.8,0,55.3,10.5
"14001","2018-08-03","중랑구",2,NA,0,55.3,10.5
"14002","2018-08-04","강남구",10,31.6,0,60.6,12.1
"14003","2018-08-04","강동구",4,31.8,0,60.6,12.1
"14004","2018-08-04","강북구",2,31.3,0,60.6,12.1
"14005","2018-08-04","강서구",5,30.8,0,60.6,12.1
"14006","2018-08-04","관악구",5,28.8,0,60.6,12.1
"14007","2018-08-04","광진구",3,31.6,0,60.6,12.1
"14008","2018-08-04","금천구",4,NA,0,60.6,12.1
"14009","2018-08-04","노원구",1,30.3,0,60.6,12.1
"14010","2018-08-04","도봉구",2,30.4,0,60.6,12.1
"14011","2018-08-04","동대문구",10,31.4,0,60.6,12.1
"14012","2018-08-04","동작구",3,30.8,0,60.6,12.1
"14013","2018-08-04","마포구",7,30.8,0,60.6,12.1
"14014","2018-08-04","서대문구",3,30.3,0,60.6,12.1
"14015","2018-08-04","서초구",3,31.9,0,60.6,12.1
"14016","2018-08-04","성동구",2,31.5,0,60.6,12.1
"14017","2018-08-04","성북구",3,30.6,0,60.6,12.1
"14018","2018-08-04","송파구",6,31.4,0,60.6,12.1
"14019","2018-08-04","양천구",4,31.5,0,60.6,12.1
"14020","2018-08-04","영등포구",6,31.4,0,60.6,12.1
"14021","2018-08-04","용산구",3,31.5,0,60.6,12.1
"14022","2018-08-04","은평구",1,29.1,0,60.6,12.1
"14023","2018-08-04","종로구",3,28.2,0,60.6,12.1
"14024","2018-08-04","중구",1,29.8,0,60.6,12.1
"14025","2018-08-04","중랑구",6,NA,0,60.6,12.1
"14026","2018-08-05","강남구",8,30.5,0.5,71.8,10.1
"14027","2018-08-05","강동구",4,30.4,0.5,71.8,10.1
"14028","2018-08-05","강북구",1,30.7,0,71.8,10.1
"14029","2018-08-05","강서구",2,29.8,0,71.8,10.1
"14030","2018-08-05","관악구",2,28.2,0,71.8,10.1
"14031","2018-08-05","광진구",1,30.6,0,71.8,10.1
"14032","2018-08-05","구로구",5,30.2,1,71.8,10.1
"14033","2018-08-05","금천구",2,30.2,0,71.8,10.1
"14034","2018-08-05","노원구",2,30.2,0,71.8,10.1
"14035","2018-08-05","도봉구",1,30.1,0,71.8,10.1
"14036","2018-08-05","동대문구",2,30.4,1,71.8,10.1
"14037","2018-08-05","동작구",5,30.1,0,71.8,10.1
"14038","2018-08-05","마포구",3,29.5,1,71.8,10.1
"14039","2018-08-05","서대문구",5,29.9,0,71.8,10.1
"14040","2018-08-05","서초구",2,30.3,0.5,71.8,10.1
"14041","2018-08-05","성동구",2,30.3,0.5,71.8,10.1
"14042","2018-08-05","성북구",5,29.3,2,71.8,10.1
